"USER_ID"	"Party"	"Age_group"	"NumSurveyAnsInterest"	"IsLiberal"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q121699"	"Q119851"	"Q110740"	"Q102089"	"Q106042"	"Q115195"	"Q100680"	"Q101596"	"Q99716"	"Q118892"	"Q108342"	"Q115390"	"Q107869"	"Q122771"	"Q118232"	"Q112478"	"Q120012"	"Q113583"	"Q120014"	"Q100689"	"Q124122"	"Q98078"	"Q96024"	"Q108855"	"Q121700"	"Q106388"	"Q116953"	"Q111848"	"Q116448"	"Q120194"	"Q121011"	"Q106389"
2550	"Democrat"	"(18,44]"	12	"unknown"	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Science"	"dnr"	"Circumstances"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
2553	"Republican"	"(18,44]"	17	"No"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Happy"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"Own"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Online"	"dnr"	"No"	"Private"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"No"
2554	"Democrat"	"(44,64]"	27	"Yes"	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"dnr"	"No"	"No"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Me"	"Yes"	"dnr"	"dnr"	"Rent"	"dnr"	"Yes"	"No"	"dnr"	"Yes"	"No"	"In-person"	"No"	"dnr"	"dnr"	"Idealist"	"No"	"dnr"	"Talk"	"dnr"	"No"	"Yes"	"Yes"	"dnr"	"dnr"	"No"	"No"	"dnr"	"No"	"No"	"dnr"	"Yes"	"Yes"
2556	"Republican"	"(44,64]"	41	"No"	"Female"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Own"	"Yes"	"Yes"	"No"	"Yes"	"dnr"	"Yes"	"In-person"	"No"	"dnr"	"Private"	"dnr"	"Yes"	"Yes"	"Tunes"	"Yes"	"Yes"	"dnr"	"No"	"No"	"Yes!"	"No"	"Yes"	"No"	"No"	"Yes"	"Study first"	"Yes"	"No"
2557	"Republican"	"(18,44]"	45	"Yes"	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"No"	"No"	"No"	"No"	"No"	"No"	"In-person"	"Yes"	"No"	"Public"	"Pragmatist"	"No"	"Yes"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Yes!"	"No"	"No"	"No"	"Yes"	"Yes"	"Study first"	"Yes"	"Yes"
2558	"Republican"	"(18,44]"	24	"unknown"	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"No"	"dnr"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"PC"	"Rent"	"Yes"	"dnr"	"Yes"	"No"	"No"	"dnr"	"Online"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"Umm..."	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"
2559	"Democrat"	"(18,44]"	41	"unknown"	"Male"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"Yes"	"dnr"	"Yes"	"Dad"	"Yes"	"Yes"	"Right"	"No"	"Science"	"No"	"Me"	"No"	"No"	"Mac"	"Rent"	"No"	"Yes"	"No"	"No"	"No"	"No"	"dnr"	"Yes"	"Yes"	"Public"	"Idealist"	"No"	"No"	"dnr"	"No"	"No"	"No"	"No"	"Yes"	"dnr"	"No"	"No"	"Yes"	"Yes"	"No"	"Study first"	"No"	"No"
2560	"Republican"	"(18,44]"	2	"unknown"	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
2561	"Republican"	"(44,64]"	4	"unknown"	"Male"	"$75,000 - $100,000"	"Married (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Talk"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"
2562	"Republican"	"(64,90]"	30	"Yes"	"Female"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"Happy"	"No"	"Art"	"dnr"	"Circumstances"	"Yes"	"Yes"	"PC"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"In-person"	"Yes"	"dnr"	"dnr"	"Pragmatist"	"No"	"No"	"Talk"	"No"	"dnr"	"dnr"	"Yes"	"Yes"	"Yes!"	"No"	"dnr"	"Yes"	"Yes"	"No"	"Try first"	"No"	"dnr"
2563	"Republican"	"(18,44]"	30	"Yes"	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Happy"	"No"	"dnr"	"Yes"	"Me"	"No"	"No"	"Mac"	"Rent"	"No"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"Public"	"dnr"	"dnr"	"dnr"	"Talk"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"Yes!"	"No"	"dnr"	"No"	"dnr"	"No"	"Study first"	"No"	"No"
2565	"Republican"	"(18,44]"	41	"Yes"	"Female"	"under $25,000"	"Domestic Partners (w/kids)"	"Associate's Degree"	"No"	"No"	"No"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"Happy"	"No"	"Science"	"No"	"Me"	"Yes"	"No"	"PC"	"Rent"	"No"	"Yes"	"No"	"No"	"dnr"	"No"	"In-person"	"No"	"Yes"	"Public"	"dnr"	"Yes"	"No"	"Tunes"	"No"	"No"	"Yes"	"No"	"No"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"No"	"Try first"	"Yes"	"Yes"
2566	"Republican"	"(44,64]"	11	"No"	"Male"	"dnr"	"Married (w/kids)"	"Master's Degree"	"No"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Talk"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
2567	"Republican"	"(18,44]"	8	"unknown"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Pragmatist"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Study first"	"dnr"	"dnr"
2570	"Republican"	"(18,44]"	10	"unknown"	"Male"	"over $150,000"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Study first"	"No"	"dnr"
2571	"Republican"	"(64,90]"	45	"No"	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"dnr"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Own"	"Yes"	"No"	"No"	"Yes"	"No"	"No"	"In-person"	"No"	"Yes"	"Public"	"Pragmatist"	"No"	"Yes"	"Talk"	"No"	"Yes"	"No"	"Yes"	"No"	"Yes!"	"No"	"No"	"No"	"No"	"No"	"Try first"	"No"	"Yes"
2573	"Republican"	"(44,64]"	2	"unknown"	"Male"	"over $150,000"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Science"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"
2574	"Democrat"	"(18,44]"	36	"Yes"	"Female"	"under $25,000"	"dnr"	"High School Diploma"	"Yes"	"No"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"Rent"	"Yes"	"Yes"	"dnr"	"Yes"	"No"	"dnr"	"In-person"	"Yes"	"No"	"Public"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"Umm..."	"No"	"No"	"Yes"	"No"	"Yes"	"Try first"	"Yes"	"Yes"
2575	"Republican"	"(18,44]"	19	"unknown"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"dnr"	"Yes"	"Yes"	"PC"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Public"	"Idealist"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
2576	"Democrat"	"(64,90]"	15	"unknown"	"Female"	"$25,001 - $50,000"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"Own"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Study first"	"No"	"dnr"
2577	"Democrat"	"(18,44]"	21	"No"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"Science"	"No"	"dnr"	"No"	"dnr"	"Mac"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Online"	"Yes"	"No"	"Public"	"dnr"	"dnr"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Umm..."	"No"	"No"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Yes"
2578	"Republican"	"(18,44]"	28	"No"	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"PC"	"Own"	"No"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"In-person"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"Yes"	"Tunes"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes!"	"No"	"No"	"Yes"	"No"	"dnr"	"Study first"	"No"	"No"
2579	"Republican"	"(18,44]"	13	"unknown"	"Male"	"$50,000 - $74,999"	"dnr"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Science"	"dnr"	"Me"	"No"	"dnr"	"PC"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"
2580	"Republican"	"(18,44]"	45	"No"	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Master's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"In-person"	"Yes"	"Yes"	"Private"	"Pragmatist"	"No"	"Yes"	"Talk"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Umm..."	"No"	"No"	"Yes"	"Yes"	"Yes"	"Study first"	"Yes"	"No"
2581	"Republican"	"(44,64]"	41	"No"	"Male"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"Yes"	"dnr"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"No"	"Yes"	"Public"	"Pragmatist"	"No"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"dnr"	"No"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"No"	"Try first"	"No"	"No"
2582	"Democrat"	"(18,44]"	45	"Yes"	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"Own"	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Public"	"Idealist"	"No"	"Yes"	"Tunes"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes!"	"Yes"	"No"	"No"	"No"	"No"	"Study first"	"Yes"	"Yes"
2583	"Democrat"	"(44,64]"	28	"No"	"Male"	"over $150,000"	"Married (no kids)"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"Dad"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"	"Own"	"dnr"	"No"	"Yes"	"Yes"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Pragmatist"	"No"	"No"	"Talk"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"Yes!"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"Study first"	"No"	"No"
2586	"Republican"	"(44,64]"	16	"No"	"Male"	"dnr"	"Married (no kids)"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"Dad"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"In-person"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"Talk"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes!"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"
2587	"Republican"	"(18,44]"	43	"No"	"Female"	"dnr"	"Single (no kids)"	"dnr"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Right"	"Yes"	"Art"	"No"	"Circumstances"	"No"	"No"	"PC"	"Own"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"	"In-person"	"No"	"dnr"	"Private"	"Idealist"	"Yes"	"Yes"	"Tunes"	"Yes"	"dnr"	"Yes"	"Yes"	"No"	"Yes!"	"No"	"No"	"Yes"	"Yes"	"No"	"Try first"	"Yes"	"No"
2588	"Republican"	"(18,44]"	42	"Yes"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"dnr"	"No"	"Mac"	"Own"	"No"	"No"	"Yes"	"No"	"No"	"No"	"In-person"	"Yes"	"No"	"dnr"	"Idealist"	"No"	"No"	"Tunes"	"Yes"	"No"	"No"	"Yes"	"No"	"Umm..."	"dnr"	"No"	"No"	"No"	"Yes"	"Study first"	"No"	"No"
2589	"Democrat"	"(44,64]"	9	"Yes"	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Associate's Degree"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Mac"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"
2590	"Republican"	"(64,90]"	45	"Yes"	"Female"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"No"	"Mom"	"No"	"Yes"	"Happy"	"No"	"Art"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"Own"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Pragmatist"	"Yes"	"No"	"Tunes"	"No"	"Yes"	"No"	"Yes"	"No"	"Yes!"	"No"	"No"	"Yes"	"No"	"Yes"	"Try first"	"No"	"No"
2591	"Republican"	"(44,64]"	31	"unknown"	"Female"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Online"	"Yes"	"Yes"	"Public"	"Pragmatist"	"Yes"	"Yes"	"Tunes"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"Yes!"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Study first"	"No"	"No"
2592	"Republican"	"(18,44]"	45	"No"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"Own"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	"In-person"	"Yes"	"Yes"	"Public"	"Pragmatist"	"Yes"	"Yes"	"Talk"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Yes!"	"No"	"Yes"	"No"	"No"	"No"	"Try first"	"Yes"	"No"
2593	"Republican"	"(18,44]"	21	"unknown"	"Male"	"dnr"	"Single (w/kids)"	"dnr"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Private"	"dnr"	"dnr"	"Yes"	"Tunes"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"Yes"	"Try first"	"Yes"	"No"
2594	"Democrat"	"(44,64]"	41	"Yes"	"Female"	"over $150,000"	"Married (no kids)"	"Master's Degree"	"Yes"	"Yes"	"No"	"dnr"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Own"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Idealist"	"Yes"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"Yes"	"No"	"Yes!"	"No"	"No"	"Yes"	"Yes"	"dnr"	"Study first"	"No"	"No"
2595	"Democrat"	"(44,64]"	42	"No"	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"dnr"	"No"	"Yes"	"No"	"No"	"Yes"	"dnr"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"dnr"	"Me"	"Yes"	"Yes"	"dnr"	"Own"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Public"	"Pragmatist"	"Yes"	"No"	"Talk"	"No"	"Yes"	"No"	"No"	"No"	"Yes!"	"No"	"No"	"Yes"	"No"	"No"	"Study first"	"No"	"No"
2597	"Republican"	"(64,90]"	5	"unknown"	"Male"	"over $150,000"	"Married (no kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Talk"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
2598	"Republican"	"(18,44]"	28	"unknown"	"Female"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"Mac"	"Rent"	"dnr"	"No"	"Yes"	"No"	"No"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"Idealist"	"No"	"No"	"Tunes"	"No"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Try first"	"No"	"dnr"
2601	"Republican"	"(18,44]"	5	"unknown"	"Female"	"$75,000 - $100,000"	"Married (no kids)"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"dnr"	"Own"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
2603	"Democrat"	"(18,44]"	44	"Yes"	"Male"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Right"	"No"	"Science"	"No"	"Circumstances"	"Yes"	"No"	"PC"	"Rent"	"No"	"No"	"Yes"	"No"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Public"	"Idealist"	"Yes"	"Yes"	"dnr"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes!"	"No"	"No"	"No"	"Yes"	"No"	"Try first"	"Yes"	"Yes"
2604	"Republican"	"(18,44]"	45	"No"	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"High School Diploma"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"Own"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"Online"	"Yes"	"No"	"Public"	"Pragmatist"	"No"	"Yes"	"Talk"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"Umm..."	"No"	"No"	"No"	"No"	"Yes"	"Try first"	"Yes"	"No"
2605	"Republican"	"(18,44]"	21	"unknown"	"Female"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Dad"	"Yes"	"Yes"	"Happy"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"PC"	"Rent"	"Yes"	"dnr"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Tunes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"
2606	"Democrat"	"(18,44]"	44	"Yes"	"Female"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"No"	"dnr"	"No"	"Mom"	"No"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Rent"	"No"	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Public"	"Pragmatist"	"Yes"	"Yes"	"Talk"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Umm..."	"No"	"No"	"No"	"No"	"Yes"	"Try first"	"No"	"Yes"
